report_month,payer,specialty,state,total_claims,approved_claims,denied_claims,billed_amount,allowed_amount,paid_amount,approval_rate,denial_rate,paid_to_allowed_ratio
2024-06-01,Medicare Advantage,Primary Care,NC,2,1,0,2203.13,1064.5900000000001,993.9300000000001,0.5,0.0,0.9336270301242732
2024-06-01,Medicare Advantage,Primary Care,TX,3,3,0,3714.01,1733.5,1452.97,1.0,0.0,0.8381713296798385
2024-06-01,Medicare Advantage,Radiology,AZ,5,3,1,6604.6900000000005,4023.41,2618.92,0.6,0.2,0.6509204878448879
2024-06-01,Medicare Advantage,Radiology,FL,5,1,3,6338.4,3995.19,1923.6399999999999,0.2,0.6,0.48148899051108957
2024-06-01,Medicare Advantage,Radiology,GA,6,4,1,8112.45,3777.45,2552.18,0.6666666666666666,0.16666666666666666,0.6756356801546016
2024-06-01,Medicare Advantage,Radiology,NC,1,1,0,1099.74,686.88,537.74,1.0,0.0,0.7828732820871186
2024-06-01,Medicare Advantage,Radiology,TX,5,4,1,5083.54,3455.9399999999996,2229.65,0.8,0.2,0.6451645572550451
2024-07-01,Commercial,Cardiology,AZ,1,1,0,1687.06,1501.79,1317.13,1.0,0.0,0.8770400655218107
2024-07-01,Commercial,Cardiology,FL,1,1,0,1545.44,296.06,226.51,1.0,0.0,0.7650814024184287
2024-07-01,Commercial,Cardiology,GA,3,3,0,4248.4400000000005,1970.3400000000001,1660.48,1.0,0.0,0.8427378015976937
2024-07-01,Commercial,Cardiology,NC,13,10,2,16138.37,8320.54,5785.96,0.7692307692307693,0.15384615384615385,0.6953827516002566
2024-07-01,Commercial,Cardiology,TX,2,2,0,3509.6499999999996,1109.06,983.29,1.0,0.0,0.8865976592790291
2024-07-01,Commercial,Orthopedics,AZ,3,3,0,2611.85,2049.4700000000003,1675.3899999999999,1.0,0.0,0.8174747617676763
2024-07-01,Commercial,Orthopedics,FL,2,2,0,2345.36,848.89,752.37,1.0,0.0,0.8862985781432223
2024-07-01,Commercial,Orthopedics,GA,2,0,1,4586.1,937.75,336.74,0.0,0.5,0.35909357504665423
2024-07-01,Commercial,Orthopedics,NC,5,4,1,4238.42,5137.4800000000005,3013.66,0.8,0.2,0.5866027702297624
2024-07-01,Commercial,Orthopedics,TX,8,5,2,9796.78,5341.69,3288.56,0.625,0.25,0.6156403684976104
2024-07-01,Commercial,Primary Care,AZ,7,6,0,10237.03,4235.639999999999,3561.57,0.8571428571428571,0.0,0.8408575799643031
2024-07-01,Commercial,Primary Care,GA,1,1,0,1021.12,481.4,464.2,1.0,0.0,0.9642708766098879
2024-07-01,Commercial,Primary Care,NC,7,6,1,8217.01,3547.44,2744.79,0.8571428571428571,0.14285714285714285,0.7737382450443137
2024-07-01,Commercial,Primary Care,TX,2,1,1,1043.19,599.55,279.5,0.5,0.5,0.4661829705612543
2024-07-01,Commercial,Radiology,AZ,1,1,0,504.53,965.65,922.45,1.0,0.0,0.9552632941541968
2024-07-01,Commercial,Radiology,FL,1,1,0,440.17,795.15,705.07,1.0,0.0,0.8867131987675282
2024-07-01,Commercial,Radiology,GA,11,10,1,10768.19,5192.96,4168.53,0.9090909090909091,0.09090909090909091,0.8027271536849888
2024-07-01,Commercial,Radiology,NC,4,2,0,7490.74,2562.4300000000003,1959.1,0.5,0.0,0.7645477144741514
2024-07-01,Commercial,Radiology,TX,7,5,2,6308.91,3762.34,2274.69,0.7142857142857143,0.2857142857142857,0.6045944810942127
2024-07-01,Medicaid,Cardiology,FL,4,2,0,5515.15,2925.17,2614.3999999999996,0.5,0.0,0.8937600207851166
2024-07-01,Medicaid,Cardiology,GA,3,3,0,3763.96,1657.75,1383.27,1.0,0.0,0.8344261800633389
2024-07-01,Medicaid,Cardiology,NC,9,9,0,10743.52,4177.53,3477.06,1.0,0.0,0.832324363918392
2024-07-01,Medicaid,Cardiology,TX,1,1,0,1899.13,483.16,454.71,1.0,0.0,0.94111681430582
2024-07-01,Medicaid,Orthopedics,AZ,2,2,0,2064.39,1519.02,1273.15,1.0,0.0,0.8381390633434715
2024-07-01,Medicaid,Orthopedics,FL,1,1,0,1807.19,924.1,775.07,1.0,0.0,0.8387295747213506
2024-07-01,Medicaid,Orthopedics,GA,2,2,0,1625.21,1144.79,920.0,1.0,0.0,0.8036408424252484
2024-07-01,Medicaid,Orthopedics,NC,3,2,1,3486.0699999999997,1868.7,1042.0500000000002,0.6666666666666666,0.3333333333333333,0.5576336490608446
2024-07-01,Medicaid,Orthopedics,TX,5,4,1,8114.72,3462.08,2503.2200000000003,0.8,0.2,0.7230393289583141
2024-07-01,Medicaid,Primary Care,AZ,9,9,0,10322.45,6962.13,5971.33,1.0,0.0,0.857687230775639
2024-07-01,Medicaid,Primary Care,GA,2,2,0,1889.39,1941.5900000000001,1716.6,1.0,0.0,0.8841207463985701
2024-07-01,Medicaid,Primary Care,NC,4,1,2,3346.2,1961.33,637.05,0.25,0.5,0.3248051067387946
2024-07-01,Medicaid,Primary Care,TX,6,4,1,8889.71,5125.82,2959.28,0.6666666666666666,0.16666666666666666,0.5773281153064291
2024-07-01,Medicaid,Radiology,AZ,6,6,0,5971.65,4057.36,3448.05,1.0,0.0,0.8498259952284244
2024-07-01,Medicaid,Radiology,FL,3,3,0,4178.15,2433.32,1933.31,1.0,0.0,0.7945153124126707
2024-07-01,Medicaid,Radiology,GA,9,5,1,11444.95,5617.3,4546.42,0.5555555555555556,0.1111111111111111,0.8093603688604846
2024-07-01,Medicaid,Radiology,NC,2,2,0,2829.61,2030.94,1771.6999999999998,1.0,0.0,0.8723546732055106
2024-07-01,Medicaid,Radiology,TX,6,6,0,4849.37,4179.5,3542.04,1.0,0.0,0.8474793635602345
2024-07-01,Medicare,Cardiology,AZ,2,1,0,1612.2800000000002,1419.43,1209.78,0.5,0.0,0.85229986684796
2024-07-01,Medicare,Cardiology,FL,7,6,1,7738.17,3525.57,2277.57,0.8571428571428571,0.14285714285714285,0.6460146869867851
2024-07-01,Medicare,Cardiology,GA,3,2,1,2699.79,1534.6599999999999,691.77,0.6666666666666666,0.3333333333333333,0.4507643386808805
2024-07-01,Medicare,Cardiology,NC,11,11,0,11719.73,8944.39,7429.79,1.0,0.0,0.8306648077733642
2024-07-01,Medicare,Cardiology,TX,3,1,0,4252.46,1837.07,1619.15,0.3333333333333333,0.0,0.8813763220780918
2024-07-01,Medicare,Orthopedics,AZ,4,4,0,3664.95,2262.98,1783.48,1.0,0.0,0.7881112515355858
2024-07-01,Medicare,Orthopedics,FL,2,2,0,2883.12,1175.6,969.66,1.0,0.0,0.8248213678121811
2024-07-01,Medicare,Orthopedics,GA,1,1,0,1696.57,238.57,228.14,1.0,0.0,0.9562811753363792
2024-07-01,Medicare,Orthopedics,NC,2,1,1,1988.48,1591.7800000000002,708.5,0.5,0.5,0.4450991971252308
2024-07-01,Medicare,Orthopedics,TX,9,7,1,11411.97,5478.3,4336.5199999999995,0.7777777777777778,0.1111111111111111,0.791581329974627
2024-07-01,Medicare,Primary Care,AZ,11,5,3,12617.57,8852.09,5154.26,0.45454545454545453,0.2727272727272727,0.5822647532955494
2024-07-01,Medicare,Primary Care,GA,1,1,0,2230.04,422.33,332.86,1.0,0.0,0.7881514455520565
2024-07-01,Medicare,Primary Care,NC,2,2,0,2118.6000000000004,2040.4499999999998,1778.6100000000001,1.0,0.0,0.8716753657281483
2024-07-01,Medicare,Primary Care,TX,4,3,1,4461.89,2624.01,1815.46,0.75,0.25,0.6918647413691258
2024-07-01,Medicare,Radiology,AZ,5,5,0,4712.48,4141.25,3659.33,1.0,0.0,0.883629338967703
2024-07-01,Medicare,Radiology,FL,5,2,2,8868.6,3271.25,1198.5,0.4,0.4,0.36637371035536875
2024-07-01,Medicare,Radiology,GA,5,4,0,8831.019999999999,1958.7600000000002,1676.37,0.8,0.0,0.85583226122649
2024-07-01,Medicare,Radiology,NC,6,6,0,6039.78,3767.75,3245.76,1.0,0.0,0.8614584300975384
2024-07-01,Medicare,Radiology,TX,16,13,2,20885.05,8470.46,6453.97,0.8125,0.125,0.7619385487919194
2024-07-01,Medicare Advantage,Cardiology,AZ,1,0,1,681.65,516.58,0.0,0.0,1.0,0.0
2024-07-01,Medicare Advantage,Cardiology,FL,6,4,1,7459.82,3958.12,3295.94,0.6666666666666666,0.16666666666666666,0.8327034046466505
2024-07-01,Medicare Advantage,Cardiology,GA,1,1,0,737.17,592.99,440.01,1.0,0.0,0.7420192583348791
2024-07-01,Medicare Advantage,Cardiology,NC,5,3,2,8537.78,2977.54,1667.87,0.6,0.4,0.5601503254364341
2024-07-01,Medicare Advantage,Cardiology,TX,6,5,1,6424.12,3806.14,2526.3,0.8333333333333334,0.16666666666666666,0.6637433200039936
2024-07-01,Medicare Advantage,Orthopedics,AZ,2,1,0,2709.3399999999997,1204.0900000000001,1017.5799999999999,0.5,0.0,0.8451029408100722
2024-07-01,Medicare Advantage,Orthopedics,FL,2,1,1,2716.76,729.9200000000001,282.99,0.5,0.5,0.3877000219202104
2024-07-01,Medicare Advantage,Orthopedics,GA,3,2,0,4898.6,2658.9300000000003,1995.72,0.6666666666666666,0.0,0.7505725987521296
2024-07-01,Medicare Advantage,Orthopedics,NC,5,5,0,5697.8,3523.54,2831.19,1.0,0.0,0.8035072682586263
2024-07-01,Medicare Advantage,Orthopedics,TX,3,2,0,3278.27,2990.1,2387.16,0.6666666666666666,0.0,0.7983545700812682
2024-07-01,Medicare Advantage,Primary Care,AZ,12,11,0,14077.060000000001,7637.29,6235.09,0.9166666666666666,0.0,0.8164008437547874
2024-07-01,Medicare Advantage,Primary Care,FL,1,1,0,2345.35,1114.2,960.78,1.0,0.0,0.8623047926763596
2024-07-01,Medicare Advantage,Primary Care,GA,1,1,0,432.77,423.33,350.2,1.0,0.0,0.8272506082725061
2024-07-01,Medicare Advantage,Primary Care,NC,8,7,1,17115.17,3388.33,2536.73,0.875,0.125,0.7486667473357081
2024-07-01,Medicare Advantage,Primary Care,TX,4,3,0,4536.78,2814.3,2420.46,0.75,0.0,0.8600575631595778
2024-07-01,Medicare Advantage,Radiology,AZ,2,2,0,2218.08,889.6899999999999,723.81,1.0,0.0,0.8135530353269116
2024-07-01,Medicare Advantage,Radiology,FL,6,2,1,5303.41,2806.94,2141.81,0.3333333333333333,0.16666666666666666,0.7630408915046277
2024-07-01,Medicare Advantage,Radiology,GA,5,5,0,5441.52,2229.21,1972.01,1.0,0.0,0.8846228035940984
2024-07-01,Medicare Advantage,Radiology,NC,5,4,0,5816.16,3010.0,2758.63,0.8,0.0,0.9164883720930233
2024-07-01,Medicare Advantage,Radiology,TX,5,4,1,4997.81,3426.23,1981.24,0.8,0.2,0.5782565677143683
2024-08-01,Commercial,Cardiology,AZ,1,0,1,1010.1,634.49,0.0,0.0,1.0,0.0
2024-08-01,Commercial,Cardiology,FL,6,4,2,7767.5,3561.91,1936.4,0.6666666666666666,0.3333333333333333,0.5436409117580175
2024-08-01,Commercial,Cardiology,GA,3,3,0,2526.38,2491.16,2225.94,1.0,0.0,0.8935355416753642
2024-08-01,Commercial,Cardiology,NC,13,9,4,15623.3,8209.23,4935.57,0.6923076923076923,0.3076923076923077,0.6012220390950187
2024-08-01,Commercial,Cardiology,TX,10,7,1,11912.93,6351.78,4936.54,0.7,0.1,0.7771900160270034
2024-08-01,Commercial,Orthopedics,AZ,3,2,1,3189.71,1800.8400000000001,1155.92,0.6666666666666666,0.3333333333333333,0.6418782346016303
2024-08-01,Commercial,Orthopedics,GA,2,2,0,1597.33,2076.46,1880.4499999999998,1.0,0.0,0.9056037679512245
2024-08-01,Commercial,Orthopedics,NC,3,2,1,4284.73,1894.82,835.98,0.6666666666666666,0.3333333333333333,0.44119230322669173
2024-08-01,Commercial,Orthopedics,TX,5,4,1,6530.4400000000005,3435.15,2488.59,0.8,0.2,0.724448714029955
2024-08-01,Commercial,Primary Care,AZ,12,8,1,12707.66,7967.37,6379.0599999999995,0.6666666666666666,0.08333333333333333,0.8006481436157727
2024-08-01,Commercial,Primary Care,FL,1,1,0,787.62,474.43,387.34,1.0,0.0,0.8164323503994266
2024-08-01,Commercial,Primary Care,NC,4,4,0,3907.55,3635.93,2915.4,1.0,0.0,0.8018306183012325
2024-08-01,Commercial,Primary Care,TX,4,4,0,3738.31,2661.29,2344.89,1.0,0.0,0.8811102886194289
2024-08-01,Commercial,Radiology,AZ,2,2,0,2450.03,1530.55,1293.8000000000002,1.0,0.0,0.8453170428930777
2024-08-01,Commercial,Radiology,FL,4,3,0,5015.43,2586.5,2222.78,0.75,0.0,0.8593775372124494
2024-08-01,Commercial,Radiology,GA,7,7,0,6847.04,4951.86,4129.8099999999995,1.0,0.0,0.8339916718162468
2024-08-01,Commercial,Radiology,NC,7,5,0,8196.36,4689.79,4106.3,0.7142857142857143,0.0,0.8755829152264814
2024-08-01,Commercial,Radiology,TX,5,5,0,5002.18,3257.3199999999997,2884.56,1.0,0.0,0.8855623641521251
2024-08-01,Medicaid,Cardiology,AZ,1,1,0,1236.76,564.52,502.92,1.0,0.0,0.8908807482462978
2024-08-01,Medicaid,Cardiology,FL,2,2,0,1182.03,2287.12,1902.0100000000002,1.0,0.0,0.8316179299730667
2024-08-01,Medicaid,Cardiology,GA,2,2,0,5787.23,803.81,607.1700000000001,1.0,0.0,0.7553650738358568
2024-08-01,Medicaid,Cardiology,NC,7,5,1,12105.35,4161.03,2814.51,0.7142857142857143,0.14285714285714285,0.6763974304439047
2024-08-01,Medicaid,Cardiology,TX,2,2,0,1782.99,2075.25,1806.7800000000002,1.0,0.0,0.8706324539212144
2024-08-01,Medicaid,Orthopedics,AZ,7,7,0,7212.41,3981.38,3215.25,1.0,0.0,0.8075717464798637
2024-08-01,Medicaid,Orthopedics,FL,2,2,0,2154.3,913.18,841.48,1.0,0.0,0.9214831687071553
2024-08-01,Medicaid,Orthopedics,GA,3,2,1,2541.15,1817.32,1067.65,0.6666666666666666,0.3333333333333333,0.5874859683489975
2024-08-01,Medicaid,Orthopedics,NC,4,3,1,6922.22,4947.1,3235.77,0.75,0.25,0.6540741040205372
2024-08-01,Medicaid,Orthopedics,TX,4,2,1,5505.61,2827.61,1804.51,0.5,0.25,0.6381749958445472
2024-08-01,Medicaid,Primary Care,AZ,6,5,1,9196.63,3185.25,2372.4,0.8333333333333334,0.16666666666666666,0.7448080998351778
2024-08-01,Medicaid,Primary Care,GA,1,1,0,734.12,372.03,331.75,1.0,0.0,0.8917291616267506
2024-08-01,Medicaid,Primary Care,NC,3,2,1,2995.3500000000004,2110.04,957.79,0.6666666666666666,0.3333333333333333,0.4539203048283445
2024-08-01,Medicaid,Primary Care,TX,7,6,0,8429.27,4123.41,3415.36,0.8571428571428571,0.0,0.8282853269502669
2024-08-01,Medicaid,Radiology,AZ,5,4,0,5042.17,3291.37,2771.1099999999997,0.8,0.0,0.8419320829927962
2024-08-01,Medicaid,Radiology,FL,7,6,1,10277.95,4340.02,2978.89,0.8571428571428571,0.14285714285714285,0.6863770213040492
2024-08-01,Medicaid,Radiology,GA,9,6,1,11977.97,5725.88,4416.58,0.6666666666666666,0.1111111111111111,0.7713364583260564
2024-08-01,Medicaid,Radiology,NC,1,1,0,1647.68,762.35,657.69,1.0,0.0,0.8627139765199712
2024-08-01,Medicaid,Radiology,TX,8,7,0,8152.62,5587.3099999999995,4961.5,0.875,0.0,0.8879944015993386
2024-08-01,Medicare,Cardiology,AZ,2,2,0,2065.45,1392.0,1156.3,1.0,0.0,0.8306752873563218
2024-08-01,Medicare,Cardiology,FL,2,0,2,3415.1400000000003,1435.8700000000001,0.0,0.0,1.0,0.0
2024-08-01,Medicare,Cardiology,GA,3,2,0,3563.88,1447.8,1215.68,0.6666666666666666,0.0,0.8396739881199061
2024-08-01,Medicare,Cardiology,NC,14,10,0,18603.31,11150.27,9126.94,0.7142857142857143,0.0,0.8185398201119793
2024-08-01,Medicare,Cardiology,TX,7,5,2,6525.47,5470.5599999999995,3444.0099999999998,0.7142857142857143,0.2857142857142857,0.6295534643619666
2024-08-01,Medicare,Orthopedics,AZ,4,3,0,4064.8999999999996,3841.31,3011.0299999999997,0.75,0.0,0.7838549869705908
2024-08-01,Medicare,Orthopedics,FL,1,1,0,1187.61,763.59,556.69,1.0,0.0,0.7290430728532328
2024-08-01,Medicare,Orthopedics,GA,6,4,1,8703.84,3963.69,3003.77,0.6666666666666666,0.16666666666666666,0.7578216258082746
2024-08-01,Medicare,Orthopedics,NC,2,2,0,2981.76,1022.82,876.6099999999999,1.0,0.0,0.8570520717232747
2024-08-01,Medicare,Orthopedics,TX,3,1,2,4544.41,2284.7,640.21,0.3333333333333333,0.6666666666666666,0.2802162209480457
2024-08-01,Medicare,Primary Care,AZ,9,7,1,11392.41,5896.25,4564.05,0.7777777777777778,0.1111111111111111,0.774059783760865
2024-08-01,Medicare,Primary Care,FL,2,2,0,5683.21,984.58,893.44,1.0,0.0,0.9074326108594528
2024-08-01,Medicare,Primary Care,GA,1,1,0,1468.1,490.2,402.08,1.0,0.0,0.8202366381068952
2024-08-01,Medicare,Primary Care,NC,1,1,0,991.26,508.53,387.73,1.0,0.0,0.762452559337699
2024-08-01,Medicare,Primary Care,TX,5,5,0,7894.35,3732.66,3165.76,1.0,0.0,0.8481243938638934
2024-08-01,Medicare,Radiology,FL,4,4,0,5444.72,2319.33,2048.48,1.0,0.0,0.8832205852552246
2024-08-01,Medicare,Radiology,GA,9,7,1,9743.84,6367.89,4554.0,0.7777777777777778,0.1111111111111111,0.7151505443718406
2024-08-01,Medicare,Radiology,TX,9,7,1,11311.869999999999,6068.33,4911.86,0.7777777777777778,0.1111111111111111,0.8094253278908694
2024-08-01,Medicare Advantage,Cardiology,AZ,5,5,0,7906.92,2647.4700000000003,2102.17,1.0,0.0,0.7940297718198883
2024-08-01,Medicare Advantage,Cardiology,FL,2,1,1,1615.5900000000001,1048.8,383.65,0.5,0.5,0.3657990083905416
2024-08-01,Medicare Advantage,Cardiology,GA,5,4,0,5785.18,4408.48,3816.77,0.8,0.0,0.8657791347584656
2024-08-01,Medicare Advantage,Cardiology,NC,8,5,2,8423.54,4955.15,3249.89,0.625,0.25,0.6558610738322755
2024-08-01,Medicare Advantage,Cardiology,TX,4,4,0,3441.81,1982.87,1685.0,1.0,0.0,0.8497783515812938
2024-08-01,Medicare Advantage,Orthopedics,AZ,5,4,1,5705.04,5015.639999999999,3764.33,0.8,0.2,0.7505183785120145
2024-08-01,Medicare Advantage,Orthopedics,FL,1,0,1,628.7,205.91,0.0,0.0,1.0,0.0
2024-08-01,Medicare Advantage,Orthopedics,NC,2,2,0,3345.9799999999996,1098.67,956.0799999999999,1.0,0.0,0.8702158063840825
2024-08-01,Medicare Advantage,Orthopedics,TX,4,3,0,3325.2400000000002,1840.6299999999999,1628.71,0.75,0.0,0.8848655080054113
2024-08-01,Medicare Advantage,Primary Care,AZ,10,8,2,11282.56,7218.08,4711.0,0.8,0.2,0.6526666371112539
2024-08-01,Medicare Advantage,Primary Care,FL,1,1,0,1408.86,912.36,657.81,1.0,0.0,0.7209982901486255
2024-08-01,Medicare Advantage,Primary Care,GA,2,2,0,3684.71,1089.3,957.9,1.0,0.0,0.8793720738088681
2024-08-01,Medicare Advantage,Primary Care,NC,4,3,0,5933.889999999999,2654.49,2346.01,0.75,0.0,0.8837893531337472
2024-08-01,Medicare Advantage,Primary Care,TX,1,0,1,1109.75,717.93,0.0,0.0,1.0,0.0
2024-08-01,Medicare Advantage,Radiology,AZ,2,2,0,2917.12,1280.81,1004.94,1.0,0.0,0.7846128621731562
2024-08-01,Medicare Advantage,Radiology,FL,5,4,1,5372.86,4974.65,3625.7599999999998,0.8,0.2,0.7288472555858201
2024-08-01,Medicare Advantage,Radiology,GA,11,8,2,10689.66,5643.98,4000.8199999999997,0.7272727272727273,0.18181818181818182,0.7088650207832062
2024-08-01,Medicare Advantage,Radiology,NC,1,1,0,1604.64,702.46,596.2,1.0,0.0,0.8487316003758222
2024-08-01,Medicare Advantage,Radiology,TX,6,4,2,10369.11,3390.62,1819.4,0.6666666666666666,0.3333333333333333,0.5365980263196702
2024-09-01,Commercial,Cardiology,FL,3,3,0,2749.1400000000003,2530.76,2238.19,1.0,0.0,0.8843944111650255
2024-09-01,Commercial,Cardiology,GA,1,1,0,951.15,408.51,323.12,1.0,0.0,0.7909720692271915
2024-09-01,Commercial,Cardiology,NC,10,8,2,11602.86,5200.01,3906.75,0.8,0.2,0.7512966321218613
2024-09-01,Commercial,Cardiology,TX,1,1,0,1407.07,438.21,367.04,1.0,0.0,0.8375892836767761
2024-09-01,Commercial,Orthopedics,AZ,3,2,1,3729.23,2560.82,1642.0500000000002,0.6666666666666666,0.3333333333333333,0.641220390343718
2024-09-01,Commercial,Orthopedics,FL,1,1,0,1102.07,368.44,357.35,1.0,0.0,0.9699001194224298
2024-09-01,Commercial,Orthopedics,GA,1,1,0,1336.95,541.14,487.76,1.0,0.0,0.9013563957571054
2024-09-01,Commercial,Orthopedics,NC,4,4,0,2406.29,2912.4,2330.35,1.0,0.0,0.8001476445543194
2024-09-01,Commercial,Orthopedics,TX,6,5,0,5181.65,5505.74,4624.76,0.8333333333333334,0.0,0.8399888116765413
2024-09-01,Commercial,Primary Care,AZ,10,8,2,12686.82,6977.63,4946.25,0.8,0.2,0.7088724968219868
2024-09-01,Commercial,Primary Care,FL,1,0,0,1176.44,367.96,302.67,0.0,0.0,0.8225622350255464
2024-09-01,Commercial,Primary Care,GA,1,1,0,778.44,496.4,405.53,1.0,0.0,0.816941982272361
2024-09-01,Commercial,Primary Care,NC,2,2,0,1980.4099999999999,968.7099999999999,881.85,1.0,0.0,0.9103343621930197
2024-09-01,Commercial,Primary Care,TX,2,2,0,2312.3199999999997,802.71,664.4300000000001,1.0,0.0,0.8277335525905994
2024-09-01,Commercial,Radiology,AZ,2,2,0,2629.05,1050.19,941.5999999999999,1.0,0.0,0.8965996629181385
2024-09-01,Commercial,Radiology,FL,5,3,2,5341.55,2501.75,1150.4,0.6,0.4,0.4598381133206756
2024-09-01,Commercial,Radiology,GA,5,4,0,5980.0599999999995,2622.05,2176.99,0.8,0.0,0.8302625808050951
2024-09-01,Commercial,Radiology,NC,4,4,0,4157.67,3137.58,2698.69,1.0,0.0,0.8601183077403605
2024-09-01,Commercial,Radiology,TX,9,7,2,10866.18,5087.84,3213.37,0.7777777777777778,0.2222222222222222,0.6315784301393125
2024-09-01,Medicaid,Cardiology,AZ,2,2,0,2787.88,1431.85,1231.88,1.0,0.0,0.8603415162202745
2024-09-01,Medicaid,Cardiology,FL,6,5,0,6769.7300000000005,3889.44,3511.09,0.8333333333333334,0.0,0.9027237854292649
2024-09-01,Medicaid,Cardiology,GA,1,1,0,1813.03,724.98,624.61,1.0,0.0,0.8615548015117659
2024-09-01,Medicaid,Cardiology,NC,7,4,0,9718.73,5275.16,4375.3099999999995,0.5714285714285714,0.0,0.8294174963413431
2024-09-01,Medicaid,Cardiology,TX,4,3,1,2785.0,2905.49,1511.19,0.75,0.25,0.5201153678037096
2024-09-01,Medicaid,Orthopedics,AZ,6,4,1,7020.09,5731.9400000000005,4544.01,0.6666666666666666,0.16666666666666666,0.7927525410245048
2024-09-01,Medicaid,Orthopedics,FL,4,3,1,5499.84,2484.13,1557.48,0.75,0.25,0.6269720183726294
2024-09-01,Medicaid,Orthopedics,GA,3,1,2,4046.31,2106.29,423.7,0.3333333333333333,0.6666666666666666,0.20115938451020515
2024-09-01,Medicaid,Orthopedics,NC,2,2,0,2600.48,1306.76,1068.47,1.0,0.0,0.8176482292081179
2024-09-01,Medicaid,Orthopedics,TX,3,2,0,4689.2699999999995,2215.54,1830.48,0.6666666666666666,0.0,0.826200384556361
2024-09-01,Medicaid,Primary Care,AZ,8,7,1,9608.45,3676.9700000000003,2761.99,0.875,0.125,0.7511592425284949
2024-09-01,Medicaid,Primary Care,FL,2,1,1,3973.99,1639.45,465.89,0.5,0.5,0.28417457074018726
2024-09-01,Medicaid,Primary Care,NC,4,4,0,5766.73,2859.41,2381.71,1.0,0.0,0.832937564042932
2024-09-01,Medicaid,Primary Care,TX,6,5,1,11149.86,6603.96,4481.59,0.8333333333333334,0.16666666666666666,0.678621614909842
2024-09-01,Medicaid,Radiology,AZ,5,4,1,6993.22,3157.12,2210.54,0.8,0.2,0.7001761098722887
2024-09-01,Medicaid,Radiology,FL,3,2,0,2702.97,1963.19,1652.4099999999999,0.6666666666666666,0.0,0.8416964226590395
2024-09-01,Medicaid,Radiology,GA,12,11,1,14210.91,6426.3,4997.03,0.9166666666666666,0.08333333333333333,0.7775905264304498
2024-09-01,Medicaid,Radiology,NC,2,2,0,1994.9700000000003,1309.0,1131.4,1.0,0.0,0.864323911382735
2024-09-01,Medicaid,Radiology,TX,4,3,0,6181.17,2434.21,2060.49,0.75,0.0,0.8464717505884866
2024-09-01,Medicare,Cardiology,AZ,1,1,0,803.45,757.0,685.93,1.0,0.0,0.9061162483487449
2024-09-01,Medicare,Cardiology,FL,5,4,1,4261.61,4000.83,2991.15,0.8,0.2,0.7476323662839961
2024-09-01,Medicare,Cardiology,GA,1,0,1,878.39,844.07,0.0,0.0,1.0,0.0
2024-09-01,Medicare,Cardiology,NC,7,6,1,10013.05,4476.86,3168.63,0.8571428571428571,0.14285714285714285,0.7077795597807393
2024-09-01,Medicare,Cardiology,TX,5,3,2,6110.360000000001,3682.83,1679.83,0.6,0.4,0.4561247736115976
2024-09-01,Medicare,Orthopedics,AZ,6,6,0,6279.43,5756.08,4876.66,1.0,0.0,0.8472189406679546
2024-09-01,Medicare,Orthopedics,FL,1,1,0,2244.94,507.85,439.16,1.0,0.0,0.8647435266318795
2024-09-01,Medicare,Orthopedics,GA,2,2,0,1963.51,1466.45,1313.99,1.0,0.0,0.8960346414811279
2024-09-01,Medicare,Orthopedics,NC,1,1,0,2412.58,586.1,456.01,1.0,0.0,0.7780412898822726
2024-09-01,Medicare,Orthopedics,TX,8,6,2,9468.5,4916.68,3381.67,0.75,0.25,0.6877954229276666
2024-09-01,Medicare,Primary Care,AZ,8,7,1,9154.13,5267.45,4063.71,0.875,0.125,0.7714757615164833
2024-09-01,Medicare,Primary Care,FL,2,2,0,1538.84,956.75,811.93,1.0,0.0,0.848633394303632
2024-09-01,Medicare,Primary Care,NC,3,3,0,3355.94,1858.67,1631.85,1.0,0.0,0.8779665029295141
2024-09-01,Medicare,Primary Care,TX,4,4,0,3520.7799999999997,2511.25,2182.58,1.0,0.0,0.8691209556993529
2024-09-01,Medicare,Radiology,AZ,2,2,0,3545.55,1153.5,944.68,1.0,0.0,0.8189683571738188
2024-09-01,Medicare,Radiology,FL,1,0,1,523.87,380.56,0.0,0.0,1.0,0.0
2024-09-01,Medicare,Radiology,GA,4,3,1,3778.51,1900.17,979.51,0.75,0.25,0.5154854565644126
2024-09-01,Medicare,Radiology,NC,2,1,0,1928.71,1139.9,1005.14,0.5,0.0,0.8817791034301253
2024-09-01,Medicare,Radiology,TX,2,2,0,2629.59,2696.38,2452.83,1.0,0.0,0.9096751941491925
2024-09-01,Medicare Advantage,Cardiology,AZ,2,1,1,2461.9,2090.05,1109.26,0.5,0.5,0.5307337145044376
2024-09-01,Medicare Advantage,Cardiology,FL,4,3,0,4427.84,2554.13,2091.31,0.75,0.0,0.8187954411091056
2024-09-01,Medicare Advantage,Cardiology,GA,2,2,0,2715.7299999999996,627.55,544.55,1.0,0.0,0.8677396223408493
2024-09-01,Medicare Advantage,Cardiology,NC,12,9,2,15542.68,8139.2699999999995,5808.4,0.75,0.16666666666666666,0.7136266520216187
2024-09-01,Medicare Advantage,Cardiology,TX,3,3,0,2044.5,1783.48,1403.51,1.0,0.0,0.7869502321304416
2024-09-01,Medicare Advantage,Orthopedics,AZ,5,3,1,7786.58,3176.21,1889.6,0.6,0.2,0.5949228797843971
